MOVIE_ID,NAME,ALIAS,ACTORS,COVER,DIRECTORS,DOUBAN_SCORE,DOUBAN_VOTES,GENRES,IMDB_ID,LANGUAGES,MINS,OFFICIAL_SITE,REGIONS,RELEASE_DATE,SLUG,STORYLINE,TAGS,YEAR,ACTOR_IDS,DIRECTOR_IDS
3249999,林肯公园：革命之路,革命之路 / 革命之路：米尔顿凯恩斯现场,查斯特·班宁顿/罗伯·波顿/布莱德·德尔森/菲尼克斯·法雷尔/约瑟夫·韩/麦克·信田,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193776724.jpg,,9.4,1563.0,歌舞,tt1305710,英语,86.0,http://www.linkinpark.com,美国,2008-11-25,aEvEfMIRe,01.One Step Closer,LinkinPark/live/美国/演唱会/音乐/2008/rock/現場,2008.0,查斯特·班宁顿:1032338|罗伯·波顿:1005272|布莱德·德尔森:1037326|菲尼克斯·法雷尔:1005493|约瑟夫·韩:1032717|麦克·信田:1005117,
26667648,九纹龙史进之除恶史家庄,,朱晓辉/淳于珊珊/耿懿,,刘信义,6.4,105.0,剧情/武侠,,汉语普通话,94.0,,中国大陆,,U3Vv6mb6e,史家庄少庄主史进为人正义，喜爱练武，曾拜过七个师傅，每拜一师，会在身上纹取一条青龙。史进父亲怕他惹事，帮他寻谋了巡检一职，谁料史进为执行任务，却没能在父亲死前见上他最后一面，反而在归途中和少华山的陈达交恶，定下约战之期。,九纹龙史进之除恶史家庄/水浒/九纹龙/武侠/动作/史进/中国/中国电影,2015.0,朱晓辉:1349420|淳于珊珊:1040352|耿懿:1341681,刘信义:1305426
1477536,婼玛的十七岁,,李敏/杨志刚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167420765.jpg,章家瑞,7.0,518.0,剧情,tt0398388,汉语普通话 / 哈尼语 / 英语 / 云南方言 / 日语,88.0,,中国大陆,2003-08-31,Q27IfMmzb,故事发生在云南红河岸边的哀牢山中。哈尼族少女婼玛（李敏 饰）与年迈的奶奶相依为命，从未走出过大山。这天，从城里打工回来的伙伴们向她讲述了城市文明的点点滴滴，让婼玛心中荡起不小的涟渏。阿明（杨志刚 饰）在镇上开了一家照像馆，他发现游客很喜欢和爱笑的婼玛合影，感觉商机来了，他把身穿哈尼服装的婼玛带到风景如画的梯田旁，专们与观光客合影，自已则捞取了大笔的合影费。阿明允诺挣够了钱带婼玛进城座观光电梯，善良的婼玛向往外面的世界，也在不知不觉中爱上了阿明。阿明因拖欠房租被房东赶走，临行前单纯的婼玛提出跟他进城，不料阿明只是把她当成了利用的工具......,章家瑞/云南/哈尼族/中国/中国电影/民俗/文艺/大陆,2003.0,李敏:1307477|杨志刚:1274813,章家瑞:1307501
7052774,2011全美音乐大奖,,,,,6.8,285.0,音乐,tt2123143,英语,120.0,http://abc.go.com,美国,2011-11-20,aqyrEJnFf,,美国/音乐/颁奖礼/颁奖典礼/2011/AMA/Live/ABC,2011.0,,
1299558,第三类外星人,魔卵,玛瑞·亚达波Maryam d'Abo,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509610395.jpg,,6.0,174.0,科幻/恐怖,tt0086610,英语,81.0,,英国,1983-12-26,vaUB2bEJf,被第四类接触掳走的老豆化作畸变怪狗归家，寄生妇孺，石屎森林异象丛生：摇摇锤小丑，割喉溜溜球，巨大化玩具兵坦克黑豹轰杀食人，被害者感染作茧产卵……英式怪奇cult片，尺度比好莱坞大不少啊,恐怖/科幻/外星人/魔卵/Cult/英国/B级片/1980s,1983.0,Philip Sayer:|Bernice Stegers:|玛瑞·亚达波Maryam d'Abo:,
26815265,欢迎来到马尔利戈蒙,,马克·泽戈/鲁费斯 Rufus/乔纳森·朗贝尔,,,7.5,133.0,剧情/喜剧/传记,tt5555502,法语,96.0,,法国,2016-06-08,VJZ3baiNe,"En 1975, Seyolo Zantoko, médecin fraichement diplômé originaire de Kinshasa, saisit l’opportunité d’un poste de médecin de campagne dans un petit village français.",法国/喜剧/法国电影/传记/社会/种族/融入/法影,2016.0,马克·泽戈:1348841|Aïssa Maïga:|Kamini Zantoko:|Médina Diarra:|鲁费斯 Rufus:|乔纳森·朗贝尔:1105505|Jean-Benoît Ugeux:,
2213746,接触,红杏出墙,马克斯·冯·叙多夫/毕比·安德松/埃利奥特·古尔德,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545199004.jpg,英格玛·伯格曼,6.6,88.0,剧情,tt0066826,瑞典语 / 英语,115.0,,美国 / 瑞典,1971-07-14,byNYfyraa,"A seemingly happy Swedish housewife and mother begins an adulterous affair with a foreign archaeologist who is working near her home. But he is an emotionally scarred man, a Jewish survivor from a concentration camp who found refuge in the U.S.,and, consequently, their relationship will be painfully difficult.",英格玛·伯格曼/瑞典/Ingmar_Bergman/1971/爱情/IngmarBergman/1970s/瑞典电影,1971.0,马克斯·冯·叙多夫:1002675|毕比·安德松:1041278|埃利奥特·古尔德:1049658,英格玛·伯格曼:1054526
1300348,铁拳无敌,,尚格·云顿/哈里森·佩吉/丽莎·帕里坎/艾什莉·约翰逊/布莱恩·汤普森,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2358695332.jpg,谢尔登 莱提奇,6.7,211.0,剧情/动作/运动,tt0100029,英语,105.0,,美国,1990-03-01,QAeiNQQ2b,驻守沙漠军人里昂，惊闻兄长被人陷害烧伤，激愤之余，决定回美见亲兄最后一面。岂料到达后，噩号传来，为暗助兄嫂还清医院欠账，里昂毅然参与连场血腥血雨的地下拳赛，战战惊心。,尚格·云顿/动作/美国/1990/美国电影/动作片/铁拳无敌/我看过的英语电影,1990.0,尚格·云顿:1027149|哈里森·佩吉:1133889|Deborah Rennard:1141760|丽莎·帕里坎:1009623|艾什莉·约翰逊:1027120|布莱恩·汤普森:1049671|Voyo Goric:|Michel Qissi:1147386|George McDaniel:|Eric Karson:|Ash Adams:1005211|William T. Amos:|Roz Bosley:|Dennis Rucker:|Billy Blanks:1066395,谢尔登 莱提奇:1014453
2127536,我的朋友小海豚,,,,戴铁郎,8.2,542.0,动画/短片,,汉语普通话,17.0,,中国大陆,,RYvE3NAQe,少年水手看到一头小海豚伏在离世的母亲身边哭泣时，跟着难过起来，他决定给小海豚温暖。小海豚认生先是不敢靠近他，但慢慢和他成了朋友。随后，他们跳入了大海深处，恣意畅游了一番。,国产动画/动画/童年回忆/童年/中国/中国动画/经典/我的朋友小海豚,1980.0,,戴铁郎:1316866
3365393,巨根传说,,大杉涟/長友達也/野上正义,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2524379425.jpg,中村幻儿,5.8,101.0,剧情/喜剧,tt0261786,日语,57.0,http://www.imdb.com/title/tt0261786/,日本,,m7IZvUn7e,Product Description,同性/日本/同志/日本电影/没看过/情色/电影/少年,1983.0,大杉涟:1134227|長友達也:|野上正义:1033913,中村幻儿:1347927
1436769,命中注定的角色,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509063866.jpg,,7.0,149.0,剧情,tt0348867,法语,100.0,,法国,2005-12-14,uaUvaibUf,故事梗概：,法国/法国电影/女性/命中注定的角色/电影/剧情/role/歐洲片,2004.0,,
3406776,白玉京,长生剑,田鹏/徐枫/王筠/林小虎/白鹰/闻江龙/李欣华/葛小宝/古军/薛汉/苗天/柯受良,,李嘉,5.3,70.0,动作/武侠,tt2062486,汉语普通话,84.0,,中国台湾,,bqE3rqqqa,《七种武器》系列是古龙的经典小说之一，《长生剑》是《七种武器》的第一种武器，白玉京，男，长生剑主人。平生浪荡江湖，以四海为家，虽历几多风雨，却不见血泪。初，卷入青龙会孔雀翎图一案中，与袁紫霞结识，在这场武林争夺中，真真假假，虚虚实实，终归于平.,武侠/古龙/台湾/白鹰/中国/台湾电影/田鹏/悬疑,1977.0,田鹏:1322828|徐枫:1025643|王筠:|林小虎:1379312|白鹰:1275120|闻江龙:1354764|李欣华:1394324|葛小宝:1199045|古军:1345011|薛汉:1093895|苗天:1115076|柯受良:1315099,李嘉:1259757
2132290,完美无瑕,无暇之钻 / 天衣无缝,迈克尔·凯恩/黛米·摩尔/朗贝尔·维尔森/内森奈尔·帕克,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p779520803.jpg,迈克尔·莱德福,7.5,12671.0,剧情/惊悚/犯罪,tt0780516,英语,108.0,http://www.flawlessfilm.com/,英国 / 卢森堡,2007-02-11,Ae6YJfEJf,20世纪60年代，英国伦敦。供职于伦敦钻石公司的劳拉·奎恩（黛米·摩尔 Demi Moore 饰）美丽端庄，聪明睿智，工作兢兢业业。但在女性地位尚未得到足够尊重的年代，尤其是这家男性占主导地位的钻石公司，劳拉的付出始终得不到应有回报，升职的机会一次次与之擦肩而过。某天，劳拉应邀和公司的清洁工——即将退休的胡布斯（迈克尔·凯恩 Michael Caine 饰）出来看电影，却得知自己将被公司开除的消息，她的事业瞬时陷入绝地。,犯罪/英国/剧情/悬疑/DemiMoore/天衣无缝/2007/美国电影,2007.0,迈克尔·凯恩:1054509|黛米·摩尔:1047988|朗贝尔·维尔森:1025263|内森奈尔·帕克:1045006,迈克尔·莱德福:1032324
1306760,红颜血泪,飞越星河梦,哈莉·贝瑞,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2536747790.jpg,玛莎·库利奇,7.3,172.0,剧情/传记,tt0172348,英语,120.0,,美国,1999-08-21,EJnFRuUva,上世纪50年代，电影公司要投拍一个全黑人演员阵容的歌舞片《卡门琼斯》，但是遭遇到行业协会的重重阻力，好不容易扫除障碍，他们选中美艳动人的桃乐丝（哈莉•贝瑞 Halle Berry 饰）当女主角。后者是一名夜总会舞女，歌声甜美。其经纪人厄尔米斯将其捧红，并举荐给片商。但是片方似乎对她的肤色还是不够满意。这时候，好莱坞德籍名导奥图皮明杰力排众议，选定她出任女一号卡门琼斯。当桃乐丝了解到自己要扮演妓女，又产生了犹豫。这时，奥图专程登门拜访，用热情的话语感动了对方，两人还因此擦出了爱的火花。在拍摄中，两人如胶似漆，影片进展顺利。然而好莱坞的种族歧视仍让她感到窒息。在经历了种种不公平、感情受挫后，桃乐丝因服用药物过量而猝死，结束了她极富传奇的一生……,传记/美国/女性/HalleBerry/美国电影/歌舞/红颜血泪/电影,1999.0,哈莉·贝瑞:1054415,玛莎·库利奇:1022986
25876760,少年巴比伦,路小路，你有种！,董子健/李梦/尚铁龙/李大光/唐小然/张陆/杨皓宇/刘惠/宫海滨/李洋/付强/刘忠哲/刘思博/田旭东/张楠/李思宁/鲁野/高浩元/佟磊,,相国强,6.7,23483.0,剧情/喜剧/爱情,tt5112400,汉语普通话,96.0,,中国大陆,2017-01-13,272j7IB2b,上个世纪90年代的戴城，路小路（董子健 饰）在一家糖精厂上班，他是个愣头青，不知道未来和生活目标在哪里。跟着一个叫“牛魔王”（尚铁龙 饰）的师傅混，没学会半点技术。在钳工班，除了拧螺丝之外什么都不会。在电工班，也只会换灯泡。除此之外，他还喜欢迟到、打架、翻工厂的院墙，也结识了一帮兄弟们。直到某天，路小路遇见了一个叫白蓝（李梦饰）的厂医，他的人生由此发生了改变……,青春/文艺/中国大陆/国产/小说改编/剧情/人生/2017,2015.0,董子健:1330472|李梦:1317539|尚铁龙:1326042|李大光:1318457|唐小然:1327120|张陆:1318034|杨皓宇:1318482|刘惠:1318058|宫海滨:1379988|李洋:1397537|付强:1379989|刘忠哲:1379990|刘思博:1360062|田旭东:1379991|张楠:1379992|李思宁:1379993|鲁野:1379994|高浩元:1330520|佟磊:1316504,相国强:1349688
4824996,钢之炼金术师：师傅的故事,師匠初恋物語 / 主妇18岁的日子 / 钢之炼金术师SP3-师傅的故事,朴璐美,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190442216.jpg,荒川弘,9.0,2320.0,动画,,日语,13.0,,日本,2010-04-29,3FvqUBQmb,18岁的主妇当年一人在北部要塞混乱且彪悍的拜师生活经历，以及与其老公银他妈式的纯情邂逅。,动画/日本/鋼の錬金術師/SP/日本动画/动漫/OVA/钢之炼金术师,2010.0,朴璐美:1005216,荒川弘:
1299627,黑狱枭雄,鼠王,乔治·席格/汤姆·康特奈/约翰·米尔斯/雷纳德·洛塞特,,布莱恩·福布斯,7.9,156.0,剧情/战争,tt0059358,英语,134.0,,美国,1965-10-27,7mrMmzrMe,詹姆士·克拉维尔在他的小说《鼠王》中了不少自己作为英国战犯的经历。布赖恩·福布斯在同名电影中启用了影星乔治·西戈尔，让他在片中策划一个日本战俘集中营里的所有黑市交易。他之所以被称为“鼠王”是因为他饲养啮齿动物以供同伴的战俘食用，以及其多变的性格。在英国军官詹姆士·福克斯的协助下，他把交易扩展到日本军官。虽然西戈尔表面上是个自私的人，但他通过骗取守卫手里珍稀的抗生素挽救了病重的福克斯的性命。,美国/监狱/战争/美国电影/二战/人性/1965/剧情,1965.0,乔治·席格:1007046|汤姆·康特奈:1032222|约翰·米尔斯:1123075|雷纳德·洛塞特:1028002|James Fox:,布莱恩·福布斯:1012564
6967584,紧急按钮,,,,,5.2,523.0,惊悚/恐怖,tt1727358,英语,91.0,,英国,,EvMInjVfa,麦克斯（杰克·戈登 Jack Gordon 饰）、乔（斯卡莉特·爱丽丝·约翰逊 Scarlett Alice Johnson 饰）、戴夫（迈克尔·吉布森 Michael Jibson 饰）、格温（艾伦·雷斯 Elen Rhys 饰）是4个彼此陌生的普通网民，他们通过社交网络all2gethr.com赢得了纽约之旅的机票。主办方为他们准备了豪华的空中娱乐节目，不过按照规则他们必须交出手机才能登机。,惊悚/悬疑/英国/犯罪/英国电影/恐怖/人性/电影,2011.0,,
1295080,天老地荒不了情,动人的迷恋 / 难忘深情,简·怀曼/罗克·赫德森/芭芭拉·拉什/阿格妮丝·摩尔海德/奥托·克鲁格,,道格拉斯·塞克,7.1,359.0,剧情/爱情,tt0047203,英语 / 德语,108.0,,美国,1954-08-07,RmNmj7YJf,鲍勃（洛克•哈德森 Rock Hudson 饰）是一个整日里游手好闲的花花公子。一次搭乘潜艇出海是，鲍勃遭遇了海难，警方带来了镇上的唯一一个人工呼吸器，救了鲍勃一名。但医院院长菲利普却在同时病发，因为没有呼吸器而死去了。得知 了这一消息，鲍勃感到十分内疚，他决定倾其所有来帮助菲利普的遗孀海伦（简•怀曼 Jane Wyman 饰）。,美国/爱情/DouglasSirk/道格拉斯·塞克/1950s/Douglas_Sirk/CC/1954,1954.0,简·怀曼:1013918|罗克·赫德森:1041151|芭芭拉·拉什:1014099|阿格妮丝·摩尔海德:1036513|奥托·克鲁格:1104732,道格拉斯·塞克:1045206
30164701,蒙特利尔不归路,白色之城蒙特利尔,,,,6.5,115.0,剧情,tt5135640,法语,87.0,,加拿大 / 突尼斯,,ijVviNYBe,"One Christmas evening in Montreal, Amokrane, an Algerian taxi driver, picks up Kahina, a former pop star that he thought was dead.",加拿大/加拿大电影/剧情/法影/法国电影/阿尔及利亚/突尼斯/剧情片,2016.0,,
1424218,锅盖头,平头日记,杰克·吉伦哈尔/杰米·福克斯/彼得·萨斯加德/卢卡斯·布莱克/布莱恩·格拉格提/凯瑟琳·鲁道夫/丹德里·泰勒/布莱安娜·戴维斯/克里斯·库珀/马蒂·帕帕奇安/约翰·卡拉辛斯基,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1084788534.jpg,萨姆·门德斯,7.5,23018.0,剧情/传记/战争,tt0418763,英语 / 阿拉伯语 / 拉丁语 / 西班牙语,125.0,http://www.jarheadmovie.com/,美国 / 德国,2005-11-04,uEvEZvURe,20世纪90年代初，中东战火一触即发，著名的“沙漠风暴”正在酝酿之中。20岁的小伙子安东尼·斯沃福德（杰克·吉伦哈尔 Jake Gyllenhaal 饰）出身于军人世家，他的祖父父亲、叔父是历次战场上走下来的英雄。安东尼从小耳濡目染，立志成为一名在战场上立下莫大功勋的光荣军人。经过无数残酷训练，他终于被派往海军陆战队第七陆战远征旅第二营，正式投身中东战场。安东尼踌躇满志，却发现战争的残酷远远出乎他的意料。在此期间，家乡的女友不忠出轨，恐惧、空虚、压抑则时刻折磨他的神经，战争的真正意义更令他陷入沉思与矛盾之中……,战争/美国/海湾战争/JakeGyllenhaal/美国电影/剧情/2005/SamMendes,2005.0,杰克·吉伦哈尔:1048002|杰米·福克斯:1036329|彼得·萨斯加德:1031800|卢卡斯·布莱克:1036315|布莱恩·格拉格提:1044940|凯瑟琳·鲁道夫:1162115|丹德里·泰勒:1313136|布莱安娜·戴维斯:1045062|克里斯·库珀:1009288|Evan Jones:|马蒂·帕帕奇安:1127611|约翰·卡拉辛斯基:1027146,萨姆·门德斯:1048021
3103683,华尔街：金钱永不眠,华尔街：金钱万岁(台) / 华尔街：金融大鳄(港) / 华尔街2：钱永无眠,迈克尔·道格拉斯/希亚·拉博夫/乔什·布洛林/凯瑞·穆里根/弗兰克·兰格拉/苏珊·萨兰登,,奥利佛·斯通,6.5,43564.0,剧情/犯罪,tt1027718,英语,133.0,,美国,2010-10-15,nrqiFRQua,,华尔街/美国/美国电影/剧情/MichaelDouglas/2010/金融/OliverStone,2010.0,迈克尔·道格拉斯:1053620|希亚·拉博夫:1022000|乔什·布洛林:1004568|凯瑞·穆里根:1025144|弗兰克·兰格拉:1013816|苏珊·萨兰登:1054392,奥利佛·斯通:1054513
27613011,反诈风暴之不可饶恕,,何明翰/王瑞子/连凯,,臧溪川,3.2,175.0,剧情/犯罪,,汉语普通话,85.0,,中国大陆,2017-12-23,eyNuUB2ba,讲述戴莲病重的儿子命悬一线，需要马上手术，可戴莲刚被医保诈骗卷走了孩子的救命钱，身无分文。狡猾的诈骗分子熊阿福乔装打扮取走巨额诈骗款。却不知暗中一直有一双眼睛监视着他。他不仅被警方纳入侦查视线，而且他的老板也已经不再信任他。谭帅和鲍小芙办案过程中，出于同情，暗中帮助戴莲母子，并偶然间发现戴莲与熊阿福的夫妻关系。熊阿福找到戴莲，预把多年来的诈骗款交给妻子，却给戴莲引来了杀身之祸……,犯罪/剧情/大陆/中国/电信诈骗/国产/2017/连凯,2017.0,何明翰:1315982|王瑞子:1378686|连凯:1122837,臧溪川:1328672
1868572,南北喜相逢,,白露明/钟情/雷震,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2333873524.jpg,王天林,7.3,60.0,爱情,tt0198806,汉语普通话 / 粤语,111.0,,中国香港,1964-09-09,JJvEnFvEf,导演：王天林,张爱玲/香港/王天林/香港电影/電懋/喜剧/1960s/張愛玲,1964.0,白露明:1016215|钟情:|雷震:,王天林:1041074
19973386,即便长大成人,永不嫌晚的爱表白,高桥广树/下野纮/间岛淳司/矢尾一树/前野智昭/铃木千寻/冈崎雅纮,,,6.9,170.0,动画/同性,,日语,58.0,,日本,2010-05-27,eijjzzVva,「大人になっても」（即便长大成人）,耽美/BL/动漫/日本动画/同性/日本/动画/男同,2010.0,高桥广树:1051347|下野纮:1275200|间岛淳司:1312929|矢尾一树:1020058|前野智昭:1312872|铃木千寻:1150474|冈崎雅纮:,
2237882,纳粹疯狼,,,,,4.5,52.0,惊悚/恐怖/战争,tt0076649,意大利语,86.0,,意大利,1977-07-19,UnFBQeyra,这是上个世纪的关于虚构的二战纳粹的磨坊x级片之一。,情色/意大利/电影/暴力/1977/啪啪啪/意大利电影/恐怖,1977.0,,
1293991,街头霸王2,,津嘉山正種/羽賀研二,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456839805.jpg,杉井仪三郎,6.6,608.0,动作/动画,tt0114563,英语 / 日语,98.0,,日本,1994-08-06,R2V3jb6Qe,隆（清水宏次朗 配音）和肯（羽贺研二 配音）是年轻的武道家，毕生的理想就是追求更强健的体魄和更强大的力量，为了磨炼技艺，两人结伴而行开始了周游世界的旅程，只为了寻找更加强大的对手，探索各自的极限。,动画/日本/日本动画/1994/动作/剧场版/街霸/游戏改编,1994.0,津嘉山正種:|羽賀研二:,杉井仪三郎:1023814
26672609,德州迷情,,黎宇航/莫绮雯/吕宇/林毅,,崔炎龙,3.2,76.0,悬疑/惊悚,,汉语普通话,60.0,,中国大陆,2015-12-02,bi727YJva,张正月是MIT毕业的年轻天才生，精通概率论和心理学的他在德扑界展露头角，成为万人瞩目的德州赌神。自恃过高的他目中无人，往往对对手赶尽杀绝，对心腹苏恒百般侮辱。最终遭到了苏恒的背叛，被污蔑出老千而逐出德州界，还遭人暗算导致双目失明。张正月的人生到达低谷，他终日自暴自弃，而崇拜他的性感助理陈雨琪和呆萌粉丝阿达对他却不离不弃。张正月在两人的陪伴中学会了包容和聆听，最终重新振作，并通过高超的听力和心理分析打败苏恒，完成了人生的自我救赎。,電影/2015/中国电影/低成本制作/中国/China/烂片/。。。。。。,2015.0,黎宇航:|莫绮雯:|吕宇:|林毅:,崔炎龙:
5150481,蝙蝠侠：元年,蝙蝠侠：第一年,,,刘山姆/劳伦·蒙哥马利,8.2,6042.0,剧情/动作/动画/犯罪,tt1672723,英语,64.0,http://warnervideo.com/batmanyearonemovie/,美国,2011-10-18,YRIZBQu6e,《蝙蝠侠:第一年》原著漫画于1988年首次发表，作者弗兰克·米勒开创性地再造了蝙蝠侠的起源故事——他是什么人，他如何成为蝙蝠侠。,动画/DC/蝙蝠侠/美国/漫画改编/2011/Batman/动作,2011.0,,刘山姆:1332072|劳伦·蒙哥马利:1330236
1303168,横财三千万,,徐小凤/麦嘉/林青霞/郑浩南/梁韵蕊/刘家良/曾志伟,,麦嘉 (Karl Maka),6.8,2552.0,喜剧/动作/犯罪,tt0089270,粤语 / 汉语普通话,93.0,,中国香港,,yz7YvUnNe,肥仔（曾志伟 饰）是香港专门负责销毁旧钞的公司的一名普通员工，一日他发现机器在销毁旧钞时突然当机了一下，随即恢复运转。就是这一刹那，有三千万本该已经销毁的旧钞幸存了下来。发现了这个天大的秘密的肥仔欣喜若狂，决定联合一般狐朋狗友将这横财三千万据为己有。正当他们与光头秦（麦嘉 饰）相讨大计时，他们的计划被一名小修女（林青霞 饰）无意中听到了。小修女怀着拯救众生的梦想，决心阻止他们的计划，挽救他们。于是，一轮轮精彩搞笑的斗智行动开始了。,喜剧/香港/香港电影/林青霞/麦嘉/曾志伟/徐小凤/1985,1987.0,徐小凤:|麦嘉:|林青霞:|郑浩南:|梁韵蕊:|刘家良:|曾志伟:,麦嘉 (Karl Maka):
1296769,巴尔扎克与小裁缝,小裁缝,周迅/刘烨/陈坤/王双宝/丛志军/王宏伟/肖雄/陈炜,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1119158729.jpg,戴思杰,7.9,33699.0,剧情/爱情/传记,tt0291032,中文 / 法语,110.0,,中国大陆 / 法国,2002-10-09,EnryNIfqa,七十年代的中国，知青罗明（陈坤 饰）和马剑铃（刘烨 饰）上山下乡来到湘西的一个小山村，接受贫下中农再教育，可是乡下贫乏的生活使他们逐渐感到厌倦。他们与村子里的小裁缝（周迅 饰）相遇，活泼开朗的小裁缝给他们死水般的生活带来了光亮。而他们也发现了一箱所谓的“禁书”，此后，他们生活 中惟一的乐趣便是偷看箱子里的一本本书——巴尔扎克的小说。禁书令少年与小裁缝幻想中的世界豁然开朗，慢慢地两人同时爱上了小裁缝，他们的爱情之火越烧越炽热...,周迅/刘烨/陈坤/爱情/中国电影/青春/中国/大陆,2002.0,周迅:1027798|刘烨:1000572|陈坤:1053618|王双宝:1275977|丛志军:1317083|王宏伟:1275506|肖雄:1052617|陈炜:1318808,戴思杰:1033214
26605791,鬼声波,,罗丝·麦高恩/克里斯托弗·洛伊德/迈克尔·艾克朗德/理查德·古恩,,,3.5,232.0,惊悚,tt4669278,英语,92.0,,加拿大,2017-09-29,firqqM2zb,"A writer who studies the paranormal believes that low frequency tactile sound is the cause for reported ghost sightings in an abandoned subway station. In an attempt to debunk the sightings, she breaks into the station to record evidence.",恐怖/灵异/惊悚/烂片/悬疑/加拿大/2017/诡异,2017.0,罗丝·麦高恩:1049504|克里斯托弗·洛伊德:1027163|迈克尔·艾克朗德:1319132|理查德·古恩:1319853|Jane Moffat:,
3647523,金钱帝国,,梁家辉/陈奕迅/黄秋生/刘洋/林保怡/方力申/王晶/徐子珊/孔琳/孟瑶,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p486533207.jpg,王晶,6.4,42686.0,犯罪,tt1409831,粤语,112.0,,中国香港 / 中国大陆,2009-04-30,vyVZZnN2b,六十年代，香港警察受贿成风，赌档粉档与中间人、警方组成的利益链大肆吸金，十年内警方受贿数额达当时的百亿港币之巨。,香港电影/香港/王晶/陈奕迅/梁家辉/黄秋生/金钱帝国/2009,2009.0,梁家辉:1118167|陈奕迅:1023424|黄秋生:1050076|刘洋:1275691|林保怡:1274606|方力申:1171687|王晶:1274331|徐子珊:1018555|孔琳:1015186|孟瑶:1314726,王晶:1274331
26845014,隐居者,世外人间(港),安德烈·鲁斯特/英格里德·布尔克哈德,,,7.5,66.0,剧情,tt5061582,德语,100.0,,德国 / 奥地利 / 意大利,2016-09-02,UvU3VRmVf,提名威尼斯电影节地平线单元最佳影片的《隐居者》于10月12日登陆德国院线。这部导演处女作展现了阿尔卑斯高山农场里远离喧嚣城市的生活图景：由于担心儿子因山区的寂寞而崩溃，母亲向儿子阿尔伯特隐瞒其父亲的离世，以防止后者放弃工作并返回农场。然而，当母亲最终请求援助且真相大白时，现已爱上一名匈牙利客籍女工的阿尔伯特必须决定自己未来的生活方式。在科技发展全面决定且飞速改变我们日常的时代，对自然的思念和重返往昔的渴望也随之增长。影片则以完全去浪漫的方式有力地描述了一个濒临消失的世界。（小易甫字幕组）,德国/2016威尼斯/德國/剧情/人生/欧洲电影奖/2017/一个男人的成长之路,2016.0,安德烈·鲁斯特:1316111|英格里德·布尔克哈德:1072574|Orsi Tóth:|Hannes Perkmann:|Peter Mitterrutzner:1118244|Hans Peter Hallwachs:1095745|Manfred-Anton Algrang:|Brigitte Knapp:|Lukas Spisser:|Franz Fulterer:|Florian Eisner:|Christoph Griesser:|Georg Kaser:|Johan Nikolussi:,
2085511,日本之形,,小林賢太郎/片桐仁/斉木しげる,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558662745.jpg,,9.0,1536.0,喜剧,tt0969728,日语,60.0,,日本,2007-02-10,Y37Q2FZBe,《日本之形》是Japan Culture Lab于2006年推出的一部幽默日本传统的系列片。这部片子的特点是用一本正经的语气做坑爹解说，认真您就输了。本片曾参加2007柏林电影节。,日本/短片/喜剧/纪录片/搞笑/日本电影/日本の形/2007,2007.0,小林賢太郎:|片桐仁:|斉木しげる:,
